time,energy,state_unit_0,state_unit_1,state_unit_2,state_unit_3,state_unit_4,state_unit_5,state_unit_6,state_unit_7,state_unit_8,state_unit_9
0.0,10.382429616197324,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
0.02004008016032064,-15.958155069560089,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
0.04008016032064128,-15.958155069560089,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
0.06012024048096192,-15.958155069560089,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
0.08016032064128256,-15.958155069560089,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
0.1002004008016032,-15.958155069560089,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
0.12024048096192384,-15.958155069560089,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
0.1402805611222445,-14.422057931172512,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
0.16032064128256512,-15.958155069560089,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
0.18036072144288576,-15.958155069560089,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
0.2004008016032064,-15.958155069560089,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
0.22044088176352705,-15.958155069560089,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
0.24048096192384769,-15.958155069560089,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
0.2605210420841683,-15.958155069560089,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
0.280561122244489,-15.958155069560089,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
0.3006012024048096,-15.958155069560089,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
0.32064128256513025,-15.958155069560089,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
0.3406813627254509,-15.958155069560089,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
0.3607214428857715,-14.422057931172512,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
0.3807615230460922,-15.958155069560089,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
0.4008016032064128,-15.958155069560089,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
0.42084168336673344,-15.958155069560089,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
0.4408817635270541,-14.422057931172512,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
0.4609218436873747,-15.958155069560089,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
0.48096192384769537,-15.958155069560089,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
0.501002004008016,-15.958155069560089,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
0.5210420841683366,-14.203077480886408,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
0.5410821643286573,-15.958155069560089,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
0.561122244488978,-15.958155069560089,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
0.5811623246492986,-15.958155069560089,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
0.6012024048096192,-12.739174619273985,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
0.6212424849699398,-15.958155069560089,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
0.6412825651302605,-15.958155069560089,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
0.6613226452905812,-14.422057931172512,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
0.6813627254509018,-15.958155069560089,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
0.7014028056112224,-15.958155069560089,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
0.721442885771543,-14.422057931172512,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
0.7414829659318637,-15.958155069560089,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
0.7615230460921844,-15.958155069560089,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
0.781563126252505,-15.958155069560089,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
0.8016032064128256,-15.958155069560089,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
0.8216432865731462,-15.958155069560089,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
0.8416833667334669,-15.958155069560089,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
0.8617234468937875,-15.958155069560089,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
0.8817635270541082,-15.958155069560089,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
0.9018036072144289,-15.958155069560089,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
0.9218436873747494,-15.958155069560089,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
0.9418837675350701,-15.958155069560089,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
0.9619238476953907,-15.958155069560089,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
0.9819639278557114,-15.958155069560089,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
1.002004008016032,-15.958155069560089,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
1.0220440881763526,-15.958155069560089,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
1.0420841683366733,-15.958155069560089,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
1.062124248496994,-15.958155069560089,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
1.0821643286573146,-15.958155069560089,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
1.1022044088176353,-15.958155069560089,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
1.122244488977956,-15.958155069560089,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
1.1422845691382766,-13.307836213382991,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
1.1623246492985972,-15.958155069560089,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
1.1823647294589177,-15.958155069560089,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
1.2024048096192383,-15.958155069560089,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
1.222444889779559,-15.958155069560089,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
1.2424849699398797,-15.958155069560089,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
1.2625250501002003,-15.958155069560089,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
1.282565130260521,-15.958155069560089,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
1.3026052104208417,-15.958155069560089,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
1.3226452905811623,-15.958155069560089,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
1.342685370741483,-15.958155069560089,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
1.3627254509018036,-15.958155069560089,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
1.3827655310621243,-15.958155069560089,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
1.4028056112224447,-15.958155069560089,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
1.4228456913827654,-15.958155069560089,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
1.442885771543086,-15.958155069560089,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
1.4629258517034067,-15.958155069560089,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
1.4829659318637274,-15.958155069560089,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
1.503006012024048,-15.958155069560089,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
1.5230460921843687,-15.958155069560089,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
1.5430861723446894,-15.958155069560089,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
1.56312625250501,-15.958155069560089,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
1.5831663326653307,-15.958155069560089,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
1.6032064128256511,-15.958155069560089,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
1.6232464929859718,-15.958155069560089,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
1.6432865731462925,-15.958155069560089,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
1.6633266533066131,-15.958155069560089,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
1.6833667334669338,-15.958155069560089,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
1.7034068136272544,-14.422057931172512,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
1.723446893787575,-15.958155069560089,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
1.7434869739478958,-15.958155069560089,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
1.7635270541082164,-15.958155069560089,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
1.783567134268537,-15.958155069560089,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
1.8036072144288577,-15.958155069560089,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
1.8236472945891782,-15.958155069560089,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
1.8436873747494988,-15.958155069560089,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
1.8637274549098195,-15.958155069560089,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
1.8837675350701402,-15.958155069560089,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
1.9038076152304608,-15.958155069560089,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
1.9238476953907815,-14.422057931172512,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
1.9438877755511021,-15.958155069560089,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
1.9639278557114228,-15.958155069560089,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
1.9839679358717435,-15.958155069560089,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
2.004008016032064,-15.958155069560089,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
2.024048096192385,-15.958155069560089,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
2.0440881763527052,-15.958155069560089,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
2.064128256513026,-15.958155069560089,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
2.0841683366733466,-15.958155069560089,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
2.1042084168336674,-15.958155069560089,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
2.124248496993988,-15.958155069560089,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
2.1442885771543083,-15.958155069560089,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
2.164328657314629,-15.958155069560089,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
2.1843687374749496,-14.422057931172512,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
2.2044088176352705,-15.958155069560089,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
2.224448897795591,-15.958155069560089,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
2.244488977955912,-15.958155069560089,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
2.2645290581162323,-15.958155069560089,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
2.284569138276553,-15.958155069560089,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
2.3046092184368736,-15.958155069560089,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
2.3246492985971945,-15.958155069560089,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
2.344689378757515,-15.958155069560089,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
2.3647294589178354,-15.958155069560089,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
2.3847695390781563,-15.958155069560089,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
2.4048096192384767,-12.739174619273985,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
2.4248496993987976,-15.958155069560089,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
2.444889779559118,-15.958155069560089,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
2.464929859719439,-15.958155069560089,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
2.4849699398797593,-15.958155069560089,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
2.50501002004008,-15.958155069560089,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
